FID,VIN,Address,Date,DateD,DateH,Lat,Long,t2,t2D,t2H,VIN1,Address1,Date1,Date1D,Date1H,Lat1,Long1,t21,t21D,t21H
97,BNYB160,"96 Geoffrey St, Toronto, ON M6R 1P3",10/15/2017 16:20,15,16,43.64846,-79.44794,10/15/2017 16:35,15,16,BNYB160,"1660 Bloor St W, Toronto, ON M6P 1A8",10/15/2017 16:57,15,16,43.65575,-79.45786,10/15/2017 18:30,15,18
98,BNYB167,"1458B Dundas St W, Toronto, ON M6J 1Y6",10/15/2017 0:27,15,0,43.64965,-79.4307,10/15/2017 1:37,15,1,BNYB167,"26 Earlscourt Ave, Toronto, ON M6E 4A6",10/15/2017 2:17,15,2,43.6778,-79.44777,10/15/2017 18:30,15,18
99,BNYB169,"42 Duvernet Ave, Toronto, ON M4L",10/15/2017 0:01,15,0,43.67659,-79.31271,10/15/2017 7:26,15,7,BNYB169,"249 Delaware Ave, Toronto, ON M6H 2T7",10/15/2017 8:06,15,8,43.66321,-79.4287,10/15/2017 10:37,15,10
100,BNYB169,"249 Delaware Ave, Toronto, ON M6H 2T7",10/15/2017 8:06,15,8,43.66321,-79.4287,10/15/2017 10:37,15,10,BNYB169,"1414 Dundas St W, Toronto, ON M6J 1Y5",10/15/2017 11:22,15,11,43.6496,-79.42919,10/15/2017 11:48,15,11
101,BNYB169,"1414 Dundas St W, Toronto, ON M6J 1Y5",10/15/2017 11:22,15,11,43.6496,-79.42919,10/15/2017 11:48,15,11,BNYB169,"160 Ava Rd, York, ON M6C 1W5",10/15/2017 12:49,15,12,43.69635,-79.43192,10/15/2017 14:34,15,14
102,BNYB169,"160 Ava Rd, York, ON M6C 1W5",10/15/2017 12:49,15,12,43.69635,-79.43192,10/15/2017 14:34,15,14,BNYB169,"35-37 Wychwood Ave, Toronto, ON M6G 2X8",10/15/2017 15:09,15,15,43.6794,-79.42236,10/15/2017 16:10,15,16
103,BNYB169,"35-37 Wychwood Ave, Toronto, ON M6G 2X8",10/15/2017 15:09,15,15,43.6794,-79.42236,10/15/2017 16:10,15,16,BNYB169,"271-273 Major St, Toronto, ON M5S 2L5",10/15/2017 16:52,15,16,43.66545,-79.40596,10/15/2017 17:34,15,17
104,BNYB169,"271-273 Major St, Toronto, ON M5S 2L5",10/15/2017 16:52,15,16,43.66545,-79.40596,10/15/2017 17:34,15,17,BNYB169,"12-18 Amherst Ave, York, ON M6E 1Z3",10/15/2017 17:54,15,17,43.6912,-79.44146,10/15/2017 18:30,15,18
105,BNYB171,"19-53 Cameron St, Toronto, ON M5T 2H1",10/15/2017 1:37,15,1,43.64936,-79.39766,10/15/2017 3:43,15,3,BNYB171,GreenP-1155 King st W(no double parking),10/15/2017 4:29,15,4,43.63778,-79.42401,10/15/2017 9:32,15,9
106,BNYB171,GreenP-1155 King st W(no double parking),10/15/2017 4:29,15,4,43.63778,-79.42401,10/15/2017 9:32,15,9,BNYB171,"803 Richmond St W, Toronto, ON M6J 3N7",10/15/2017 9:52,15,9,43.64464,-79.41049,10/15/2017 11:02,15,11
107,BNYB171,"803 Richmond St W, Toronto, ON M6J 3N7",10/15/2017 9:52,15,9,43.64464,-79.41049,10/15/2017 11:02,15,11,BNYB171,"368 Balliol St, Toronto, ON M4S 1E2",10/15/2017 11:48,15,11,43.69958,-79.38551,10/15/2017 12:54,15,12
108,BNYB171,"368 Balliol St, Toronto, ON M4S 1E2",10/15/2017 11:48,15,11,43.69958,-79.38551,10/15/2017 12:54,15,12,BNYB171,"1325 Queen St W, Toronto, ON M6K 1L8",10/15/2017 13:49,15,13,43.64106,-79.4336,10/15/2017 14:14,15,14
109,BNYB171,"1325 Queen St W, Toronto, ON M6K 1L8",10/15/2017 13:49,15,13,43.64106,-79.4336,10/15/2017 14:14,15,14,BNYB171,"65-89 Croatia St, Toronto, ON M6H 1K9",10/15/2017 14:44,15,14,43.65774,-79.43759,10/15/2017 14:49,15,14
110,BNYB171,"65-89 Croatia St, Toronto, ON M6H 1K9",10/15/2017 14:44,15,14,43.65774,-79.43759,10/15/2017 14:49,15,14,BNYB171,"280-282 Queen St W, Toronto, ON M5V 2A1",10/15/2017 15:55,15,15,43.64954,-79.3927,10/15/2017 16:35,15,16
111,BNYB171,"280-282 Queen St W, Toronto, ON M5V 2A1",10/15/2017 15:55,15,15,43.64954,-79.3927,10/15/2017 16:35,15,16,BNYB171,"77 Gough Ave, Toronto, ON M4K 3N9",10/15/2017 17:09,15,17,43.67955,-79.34621,10/15/2017 18:30,15,18
112,BNYB178,"17 Wales Ave, Toronto, ON M5T 1J2",10/15/2017 0:22,15,0,43.6532,-79.40217,10/15/2017 11:07,15,11,BNYB178,Green P-35 Bellevue Ave(no double parking),10/15/2017 13:39,15,13,43.65418,-79.40318,10/15/2017 14:29,15,14
113,BNYB178,Green P-35 Bellevue Ave(no double parking),10/15/2017 13:39,15,13,43.65418,-79.40318,10/15/2017 14:29,15,14,BNYB178,"Impark-22 Fort York(garage under sobeys, 5 spaces)",10/15/2017 15:04,15,15,43.64066,-79.39461,10/15/2017 15:09,15,15
114,BNYB179,"1 Shaw St, Toronto, ON M6K 0A1",10/15/2017 0:01,15,0,43.64097,-79.41462,10/15/2017 8:31,15,8,BNYB179,"W Toronto Railpath, Toronto, ON M6J 1J4",10/15/2017 14:24,15,14,43.64115,-79.42387,10/15/2017 14:24,15,14
115,BNYB179,"W Toronto Railpath, Toronto, ON M6J 1J4",10/15/2017 14:24,15,14,43.64115,-79.42387,10/15/2017 14:24,15,14,BNYB179,"6 Carling Ave, Toronto, ON M6G 3R9",10/15/2017 14:44,15,14,43.66275,-79.425,10/15/2017 14:54,15,14
116,BNYB179,"6 Carling Ave, Toronto, ON M6G 3R9",10/15/2017 14:44,15,14,43.66275,-79.425,10/15/2017 14:54,15,14,BNYB179,"67 Edwin Ave, Toronto, ON M6P 3Z5",10/15/2017 15:19,15,15,43.66362,-79.45493,10/15/2017 15:25,15,15
117,BNYB179,"67 Edwin Ave, Toronto, ON M6P 3Z5",10/15/2017 15:19,15,15,43.66362,-79.45493,10/15/2017 15:25,15,15,BNYB179,"135-149 Tyndall Ave, Toronto, ON M6K",10/15/2017 15:50,15,15,43.63774,-79.42875,10/15/2017 17:14,15,17
118,BNYB179,"135-149 Tyndall Ave, Toronto, ON M6K",10/15/2017 15:50,15,15,43.63774,-79.42875,10/15/2017 17:14,15,17,BNYB179,"110 Lynn Williams St, Toronto, ON M6K 3R6",10/15/2017 17:34,15,17,43.63955,-79.41743,10/15/2017 17:34,15,17
119,BNYB179,"110 Lynn Williams St, Toronto, ON M6K 3R6",10/15/2017 17:34,15,17,43.63955,-79.41743,10/15/2017 17:34,15,17,BNYB179,"87-91 Jameson Ave, Toronto, ON M6K",10/15/2017 17:54,15,17,43.635,-79.43513,10/15/2017 18:30,15,18
120,BNYB184,"2-4 Keith Ave, Toronto, ON M6E",10/15/2017 0:01,15,0,43.69073,-79.46107,10/15/2017 7:46,15,7,BNYB184,"62-80 Mountview Ave, Toronto, ON M6P 2L3",10/15/2017 10:47,15,10,43.65644,-79.46183,10/15/2017 18:30,15,18
121,BNYB184,"62-80 Mountview Ave, Toronto, ON M6P 2L3",10/15/2017 10:47,15,10,43.65644,-79.46183,10/15/2017 18:30,15,18,BNYB184,"70 Constance St, Toronto, ON M6R 1S6",10/15/2017 17:24,15,17,43.6493,-79.45284,10/15/2017 18:10,15,18
122,BNYB185,GreenP-1155 King st W(no double parking),10/15/2017 9:52,15,9,43.63778,-79.42401,10/15/2017 10:22,15,10,BNYB185,"1434 King St W, Toronto, ON M6K 1H7",10/15/2017 10:32,15,10,43.63711,-79.43664,10/15/2017 11:22,15,11
123,BNYB185,"1434 King St W, Toronto, ON M6K 1H7",10/15/2017 10:32,15,10,43.63711,-79.43664,10/15/2017 11:22,15,11,BNYB185,"25 Laidlaw St, Toronto, ON M6K 1X3",10/15/2017 11:37,15,11,43.64092,-79.42664,10/15/2017 11:42,15,11
124,BNYB185,"25 Laidlaw St, Toronto, ON M6K 1X3",10/15/2017 11:37,15,11,43.64092,-79.42664,10/15/2017 11:42,15,11,BNYB185,"25 Lennox St, Toronto, ON M5S",10/15/2017 12:28,15,12,43.66416,-79.40906,10/15/2017 13:04,15,13
125,BNYB185,"25 Lennox St, Toronto, ON M5S",10/15/2017 12:28,15,12,43.66416,-79.40906,10/15/2017 13:04,15,13,BNYB185,"16 Lennox St, Toronto, ON M5S 2R5",10/15/2017 15:50,15,15,43.66399,-79.40997,10/15/2017 18:30,15,18
126,BNYB187,"274 Swanwick Ave, Scarborough, ON M1N 1W4",10/15/2017 0:01,15,0,43.68521,-79.28549,10/15/2017 10:27,15,10,BNYB187,"Swanwick Ave, Toronto, ON M4E",10/15/2017 18:30,15,18,43.68511,-79.28626,10/15/2017 18:30,15,18
127,BNYB191,"30 Menin Rd, York, ON M6C 3J2",10/15/2017 0:01,15,0,43.69881,-79.43165,10/15/2017 8:52,15,8,BNYB191,"21 Gloucester Grove, York, ON M6C 1Z8",10/15/2017 9:22,15,9,43.69731,-79.43462,10/15/2017 15:40,15,15
128,BNYB191,"21 Gloucester Grove, York, ON M6C 1Z8",10/15/2017 9:22,15,9,43.69731,-79.43462,10/15/2017 15:40,15,15,BNYB191,"8 Cherrywood Ave, York, ON M6C 2X2",10/15/2017 16:15,15,16,43.68665,-79.42868,10/15/2017 16:52,15,16
129,BNYB191,"8 Cherrywood Ave, York, ON M6C 2X2",10/15/2017 16:15,15,16,43.68665,-79.42868,10/15/2017 16:52,15,16,BNYB191,"39 Bank St, Toronto, ON M6K 1R4",10/15/2017 17:19,15,17,43.6473,-79.43242,10/15/2017 17:39,15,17
130,BNYB191,"39 Bank St, Toronto, ON M6K 1R4",10/15/2017 17:19,15,17,43.6473,-79.43242,10/15/2017 17:39,15,17,BNYB191,"1040 Shaw St, Toronto, ON M6G 3N3",10/15/2017 18:30,15,18,43.66944,-79.42617,10/15/2017 18:30,15,18
131,BNYB192,"390-408 Bleecker St, Toronto, ON M4X 1K7",10/15/2017 0:01,15,0,43.67108,-79.37536,10/15/2017 13:44,15,13,BNYB192,TargetPark-88 Isabella St (no double parking),10/15/2017 16:52,15,16,43.66878,-79.38136,10/15/2017 17:02,15,17
132,BNYB192,TargetPark-88 Isabella St (no double parking),10/15/2017 16:52,15,16,43.66878,-79.38136,10/15/2017 17:02,15,17,BNYB192,"137-139 Princes' Blvd, Toronto, ON M6K 3C3",10/15/2017 17:29,15,17,43.63332,-79.41461,10/15/2017 18:30,15,18
133,BNYB194,"Impark-22 Fort York(garage under sobeys, 5 spaces)",10/15/2017 0:01,15,0,43.64066,-79.39461,10/15/2017 3:07,15,3,BNYB194,"3138 Dundas St W, Toronto, ON M6P 2A1",10/15/2017 3:23,15,3,43.66559,-79.47448,10/15/2017 7:06,15,7
134,BNYB194,"3138 Dundas St W, Toronto, ON M6P 2A1",10/15/2017 3:23,15,3,43.66559,-79.47448,10/15/2017 7:06,15,7,BNYB194,"26 High Park Gardens, Toronto, ON M6R 1S9",10/15/2017 8:16,15,8,43.64896,-79.457,10/15/2017 11:32,15,11
135,BNYB194,"26 High Park Gardens, Toronto, ON M6R 1S9",10/15/2017 8:16,15,8,43.64896,-79.457,10/15/2017 11:32,15,11,BNYB194,"78-80 Maria St, Toronto, ON M6P",10/15/2017 12:13,15,12,43.66636,-79.47591,10/15/2017 18:30,15,18
136,BNYB200,"14 Glenside Ave, Toronto, ON M4L 2T5",10/15/2017 0:32,15,0,43.67175,-79.32615,10/15/2017 9:07,15,9,BNYB200,"843 Eastern Ave, Toronto, ON M4L 1A2",10/15/2017 9:27,15,9,43.66018,-79.32735,10/15/2017 10:57,15,10
137,BNYB200,"843 Eastern Ave, Toronto, ON M4L 1A2",10/15/2017 9:27,15,9,43.66018,-79.32735,10/15/2017 10:57,15,10,BNYB200,"18 Edmund Ave, Toronto, ON M4V 1H3",10/15/2017 13:39,15,13,43.68225,-79.40115,10/15/2017 13:59,15,13
138,BNYB200,"18 Edmund Ave, Toronto, ON M4V 1H3",10/15/2017 13:39,15,13,43.68225,-79.40115,10/15/2017 13:59,15,13,BNYB200,"10 Benvenuto Pl, Toronto, ON M4V 1H2",10/15/2017 17:49,15,17,43.68227,-79.40053,10/15/2017 18:30,15,18
139,BNYB207,"1904 Danforth Ave, Toronto, ON M4C 1J4",10/15/2017 0:01,15,0,43.68488,-79.31654,10/15/2017 8:31,15,8,BNYB207,"5 Aldridge Ave, Toronto, ON M4C 3W3",10/15/2017 8:42,15,8,43.68316,-79.31647,10/15/2017 18:00,15,18
140,BNYB207,"5 Aldridge Ave, Toronto, ON M4C 3W3",10/15/2017 8:42,15,8,43.68316,-79.31647,10/15/2017 18:00,15,18,BNYB207,"2007 Danforth Ave, Toronto, ON M4C 1J7",10/15/2017 18:05,15,18,43.68525,-79.3145,10/15/2017 18:30,15,18
141,BNYB208,TargetPark-88 Isabella St (no double parking),10/15/2017 0:01,15,0,43.66878,-79.38136,10/15/2017 2:02,15,2,BNYB208,"131 A Roncesvalles Ave, Toronto, ON M6R 2L2",10/15/2017 2:32,15,2,43.64305,-79.44772,10/15/2017 8:26,15,8
142,BNYB208,"131 A Roncesvalles Ave, Toronto, ON M6R 2L2",10/15/2017 2:32,15,2,43.64305,-79.44772,10/15/2017 8:26,15,8,BNYB208,"235 Pearson Ave, Toronto, ON M6R 1G7",10/15/2017 8:36,15,8,43.64149,-79.44933,10/15/2017 10:17,15,10
143,BNYB208,"235 Pearson Ave, Toronto, ON M6R 1G7",10/15/2017 8:36,15,8,43.64149,-79.44933,10/15/2017 10:17,15,10,BNYB208,"189 Sheridan Ave, Toronto, ON M6H 1E4",10/15/2017 10:57,15,10,43.65294,-79.43481,10/15/2017 11:22,15,11
144,BNYB208,"189 Sheridan Ave, Toronto, ON M6H 1E4",10/15/2017 10:57,15,10,43.65294,-79.43481,10/15/2017 11:22,15,11,BNYB208,"75 Wabash Ave, Toronto, ON M6R 1N2",10/15/2017 12:03,15,12,43.64767,-79.44376,10/15/2017 12:59,15,12
145,BNYB208,"75 Wabash Ave, Toronto, ON M6R 1N2",10/15/2017 12:03,15,12,43.64767,-79.44376,10/15/2017 12:59,15,12,BNYB208,"W Toronto Railpath, Toronto, ON M6R 3B6",10/15/2017 13:59,15,13,43.64997,-79.44354,10/15/2017 15:50,15,15
146,BNYB208,"W Toronto Railpath, Toronto, ON M6R 3B6",10/15/2017 13:59,15,13,43.64997,-79.44354,10/15/2017 15:50,15,15,BNYB208,"75 Lynd Ave, Toronto, ON M6R 1T8",10/15/2017 17:09,15,17,43.65152,-79.44839,10/15/2017 18:20,15,18
147,BNYB217,"1466 Dundas St W, Toronto, ON M6J 1Y6",10/15/2017 0:01,15,0,43.64965,-79.43084,10/15/2017 0:37,15,0,BNYB217,"16 Strickland Ave, Toronto, ON M6K 2H8",10/15/2017 0:47,15,0,43.6433,-79.43129,10/15/2017 7:36,15,7
148,BNYB217,"16 Strickland Ave, Toronto, ON M6K 2H8",10/15/2017 0:47,15,0,43.6433,-79.43129,10/15/2017 7:36,15,7,BNYB217,"54 Polson St, Toronto, ON M5A 1A4",10/15/2017 8:06,15,8,43.64228,-79.35258,10/15/2017 11:48,15,11
149,BNYB217,"54 Polson St, Toronto, ON M5A 1A4",10/15/2017 8:06,15,8,43.64228,-79.35258,10/15/2017 11:48,15,11,BNYB217,"Green P-31 Parliament St(surface lot, not garage)",10/15/2017 12:03,15,12,43.64955,-79.36169,10/15/2017 12:08,15,12
150,BNYB217,"Green P-31 Parliament St(surface lot, not garage)",10/15/2017 12:03,15,12,43.64955,-79.36169,10/15/2017 12:08,15,12,BNYB217,"12 Rack House Mews, Toronto, ON M5A 3C4",10/15/2017 15:14,15,15,43.65027,-79.35768,10/15/2017 15:45,15,15
151,BNYB217,"12 Rack House Mews, Toronto, ON M5A 3C4",10/15/2017 15:14,15,15,43.65027,-79.35768,10/15/2017 15:45,15,15,BNYB217,GreenP-1155 King st W(no double parking),10/15/2017 16:52,15,16,43.63778,-79.42401,10/15/2017 18:30,15,18
152,BNYB242,"411 Bartlett Ave, Toronto, ON M6H 3G8",10/15/2017 0:01,15,0,43.67267,-79.4379,10/15/2017 1:07,15,1,BNYB242,"37 Emerson Ave, Toronto, ON M6H 3S7",10/15/2017 1:27,15,1,43.66013,-79.44126,10/15/2017 2:07,15,2
153,BNYB242,"37 Emerson Ave, Toronto, ON M6H 3S7",10/15/2017 1:27,15,1,43.66013,-79.44126,10/15/2017 2:07,15,2,BNYB242,"31 Antler St, Toronto, ON M6P 3R2",10/15/2017 2:27,15,2,43.66395,-79.45031,10/15/2017 14:09,15,14
154,BNYB242,"31 Antler St, Toronto, ON M6P 3R2",10/15/2017 2:27,15,2,43.66395,-79.45031,10/15/2017 14:09,15,14,BNYB242,"2475 Bloor St W, Toronto, ON M6S 1P7",10/15/2017 7:56,15,7,43.64883,-79.48502,10/15/2017 9:47,15,9
155,BNYB242,"2475 Bloor St W, Toronto, ON M6S 1P7",10/15/2017 7:56,15,7,43.64883,-79.48502,10/15/2017 9:47,15,9,BNYB242,"Green P-31 Parliament St(surface lot, not garage)",10/15/2017 14:54,15,14,43.64955,-79.36169,10/15/2017 16:30,15,16
156,BNYB251,"52 High Park Blvd, Toronto, ON M6R 1M8",10/15/2017 0:22,15,0,43.64515,-79.45512,10/15/2017 11:32,15,11,BNYB251,"237 Brunswick Ave, Toronto, ON M5S 2M6",10/15/2017 12:18,15,12,43.66438,-79.4068,10/15/2017 15:45,15,15
157,BNYB251,"237 Brunswick Ave, Toronto, ON M5S 2M6",10/15/2017 12:18,15,12,43.66438,-79.4068,10/15/2017 15:45,15,15,BNYB251,"53 Walmer Rd, Toronto, ON M5R 2X2",10/15/2017 17:39,15,17,43.66954,-79.40643,10/15/2017 17:54,15,17
158,BNYB252,"1117 Danforth Ave, Toronto, ON M4J 1M5",10/15/2017 0:01,15,0,43.68106,-79.33406,10/15/2017 9:22,15,9,BNYB252,"26 Ladysmith Ave, Toronto, ON M4J 4H7",10/15/2017 9:27,15,9,43.68131,-79.33119,10/15/2017 16:15,15,16
159,BNYB252,"26 Ladysmith Ave, Toronto, ON M4J 4H7",10/15/2017 9:27,15,9,43.68131,-79.33119,10/15/2017 16:15,15,16,BNYB252,"35 Langford Ave, Toronto, ON M4J 3E4",10/15/2017 16:40,15,16,43.68068,-79.34095,10/15/2017 18:30,15,18
160,BNYB254,"7-11 Coady Ave, Toronto, ON M4M 2Y9",10/15/2017 0:01,15,0,43.66281,-79.33426,10/15/2017 12:59,15,12,BNYB254,"92 Hiawatha Rd, Toronto, ON M4L 2X8",10/15/2017 13:34,15,13,43.67116,-79.32247,10/15/2017 15:35,15,15
161,BNYB254,"92 Hiawatha Rd, Toronto, ON M4L 2X8",10/15/2017 13:34,15,13,43.67116,-79.32247,10/15/2017 15:35,15,15,BNYB254,"18 Laidlaw St, Toronto, ON M6K 1X2",10/15/2017 16:40,15,16,43.64042,-79.42648,10/15/2017 17:49,15,17
162,BNYB254,"18 Laidlaw St, Toronto, ON M6K 1X2",10/15/2017 16:40,15,16,43.64042,-79.42648,10/15/2017 17:49,15,17,BNYB254,"142 Manning Ave, Toronto, ON M6J 2K5",10/15/2017 18:30,15,18,43.64984,-79.41035,10/15/2017 18:30,15,18
163,BNYB256,GreenP-1155 King st W(no double parking),10/15/2017 9:52,15,9,43.63778,-79.42401,10/15/2017 10:42,15,10,BNYB256,"1870-1892 Dundas St E, Toronto, ON M4L",10/15/2017 11:17,15,11,43.66859,-79.31892,10/15/2017 13:24,15,13
164,BNYB256,"1870-1892 Dundas St E, Toronto, ON M4L",10/15/2017 11:17,15,11,43.66859,-79.31892,10/15/2017 13:24,15,13,BNYB256,"171 Linsmore Cres, East York, ON M4J 4L3",10/15/2017 13:54,15,13,43.68889,-79.33248,10/15/2017 18:30,15,18
165,BNYB268,"334 Ryding Ave, Toronto, ON M6N 1H5",10/15/2017 10:42,15,10,43.66821,-79.48207,10/15/2017 16:20,15,16,BNYB268,"66 Pelham Ave, Toronto, ON M6N 1A6",10/15/2017 18:30,15,18,43.66795,-79.45698,10/15/2017 18:30,15,18
166,BNYB269,"Woodale Ave, Toronto, ON M4E",10/15/2017 0:01,15,0,43.68336,-79.2854,10/15/2017 16:20,15,16,BNYB269,On street-18 Emily St(extra parking in garage),10/15/2017 17:09,15,17,43.64659,-79.38511,10/15/2017 17:19,15,17
167,BNYB269,On street-18 Emily St(extra parking in garage),10/15/2017 17:09,15,17,43.64659,-79.38511,10/15/2017 17:19,15,17,BNYB269,"110 Braemar Ave, Toronto, ON M5P 2L4",10/15/2017 17:54,15,17,43.7033,-79.40921,10/15/2017 18:30,15,18
168,BNYB276,Green P-25 Dundas St E(no double parking),10/15/2017 11:07,15,11,43.656,-79.37993,10/15/2017 12:03,15,12,BNYB276,"70-78 Bond St, Toronto, ON M5B",10/15/2017 15:25,15,15,43.65544,-79.37802,10/15/2017 15:35,15,15
169,BNYB276,"70-78 Bond St, Toronto, ON M5B",10/15/2017 15:25,15,15,43.65544,-79.37802,10/15/2017 15:35,15,15,BNYB276,"226 George St, Toronto, ON M5A",10/15/2017 16:40,15,16,43.65574,-79.37287,10/15/2017 16:40,15,16
170,BNYB276,"226 George St, Toronto, ON M5A",10/15/2017 16:40,15,16,43.65574,-79.37287,10/15/2017 16:40,15,16,BNYB276,"142-156 McCaul St, Toronto, ON M5T 1W3",10/15/2017 17:09,15,17,43.6549,-79.3917,10/15/2017 17:24,15,17
171,BNYB276,"142-156 McCaul St, Toronto, ON M5T 1W3",10/15/2017 17:09,15,17,43.6549,-79.3917,10/15/2017 17:24,15,17,BNYB276,"62 Tyrrel Ave, Toronto, ON M6G 2G3",10/15/2017 17:49,15,17,43.67817,-79.4246,10/15/2017 18:30,15,18
172,BNYB283,"538-540 Merton St, Toronto, ON M4S 1B3",10/15/2017 0:01,15,0,43.69958,-79.37963,10/15/2017 6:05,15,6,BNYB283,"20 Scott St, Toronto, ON M5E",10/15/2017 7:00,15,7,43.64833,-79.37588,10/15/2017 9:17,15,9
173,BNYB283,"20 Scott St, Toronto, ON M5E",10/15/2017 7:00,15,7,43.64833,-79.37588,10/15/2017 9:17,15,9,BNYB283,Green P-10 Portland St(No Double Parking),10/15/2017 9:32,15,9,43.64164,-79.39916,10/15/2017 9:32,15,9
174,BNYB283,Green P-10 Portland St(No Double Parking),10/15/2017 9:32,15,9,43.64164,-79.39916,10/15/2017 9:32,15,9,BNYB283,"15 Iceboat Terr, Toronto, ON M5V 4A5",10/15/2017 9:37,15,9,43.64063,-79.39701,10/15/2017 18:30,15,18
175,BNYB284,Green P-35 Bellevue Ave(no double parking),10/15/2017 1:17,15,1,43.65418,-79.40318,10/15/2017 9:32,15,9,BNYB284,"393 Donlands Ave, East York, ON M4J 3S2",10/15/2017 10:07,15,10,43.69373,-79.34261,10/15/2017 12:28,15,12
176,BNYB284,"393 Donlands Ave, East York, ON M4J 3S2",10/15/2017 10:07,15,10,43.69373,-79.34261,10/15/2017 12:28,15,12,BNYB284,"272 Torrens Ave, East York, ON M4J 2P5",10/15/2017 15:30,15,15,43.69264,-79.34313,10/15/2017 17:02,15,17
177,BNYB292,"2009 Danforth Ave, Toronto, ON M4C 1J7",10/15/2017 0:01,15,0,43.68531,-79.31449,10/15/2017 8:01,15,8,BNYB292,"108 E Lynn Ave, Toronto, ON M4C 3X2",10/15/2017 12:08,15,12,43.68485,-79.31519,10/15/2017 12:13,15,12
178,BNYB292,"108 E Lynn Ave, Toronto, ON M4C 3X2",10/15/2017 12:08,15,12,43.68485,-79.31519,10/15/2017 12:13,15,12,BNYB292,"24-26 Luttrell Ave, Toronto, ON M4C 5E3",10/15/2017 13:54,15,13,43.68941,-79.29358,10/15/2017 17:09,15,17
179,BNYB292,"24-26 Luttrell Ave, Toronto, ON M4C 5E3",10/15/2017 13:54,15,13,43.68941,-79.29358,10/15/2017 17:09,15,17,BNYB292,"705 Pape Ave, Toronto, ON M4K 3S6",10/15/2017 18:30,15,18,43.67862,-79.34473,10/15/2017 18:30,15,18
180,BNYB293,"Impark-22 Fort York(garage under sobeys, 5 spaces)",10/15/2017 0:01,15,0,43.64121,-79.39512,10/15/2017 10:37,15,10,BNYB293,"500 Front St W, Toronto, ON M5V 1B8",10/15/2017 11:12,15,11,43.64162,-79.39753,10/15/2017 13:09,15,13
181,BNYB293,"500 Front St W, Toronto, ON M5V 1B8",10/15/2017 11:12,15,11,43.64162,-79.39753,10/15/2017 13:09,15,13,BNYB293,Green P-25 Dundas St E(no double parking),10/15/2017 13:34,15,13,43.656,-79.37993,10/15/2017 18:30,15,18
182,BNYB296,"131-135 Emerson Ave, Toronto, ON M6H 3T2",10/15/2017 0:01,15,0,43.66292,-79.44245,10/15/2017 1:02,15,1,BNYB296,"195-219 Dunn Ave, Toronto, ON M6K 2S1",10/15/2017 1:37,15,1,43.63882,-79.43366,10/15/2017 9:22,15,9
183,BNYB296,"195-219 Dunn Ave, Toronto, ON M6K 2S1",10/15/2017 1:37,15,1,43.63882,-79.43366,10/15/2017 9:22,15,9,BNYB296,Green P-800 Fleet St(No Double Parking),10/15/2017 11:17,15,11,43.63691,-79.40972,10/15/2017 15:30,15,15
184,BNYB296,Green P-800 Fleet St(No Double Parking),10/15/2017 11:17,15,11,43.63691,-79.40972,10/15/2017 15:30,15,15,BNYB296,"69 Lynn Williams St, Toronto, ON M6K 3R6",10/15/2017 15:45,15,15,43.63893,-79.41674,10/15/2017 16:35,15,16
185,BNYB296,"69 Lynn Williams St, Toronto, ON M6K 3R6",10/15/2017 15:45,15,15,43.63893,-79.41674,10/15/2017 16:35,15,16,BNYB296,"Impark-22 Fort York(garage under sobeys, 5 spaces)",10/15/2017 16:52,15,16,43.64066,-79.39461,10/15/2017 18:30,15,18
186,BNYB303,"2 Innes Ave, Toronto, ON M6E 1M8",10/15/2017 0:01,15,0,43.6813,-79.45607,10/15/2017 15:14,15,15,BNYB303,"330-340 Lansdowne Ave, Toronto, ON M6H 3Y1",10/15/2017 15:40,15,15,43.65234,-79.44077,10/15/2017 15:45,15,15
187,BNYB303,"330-340 Lansdowne Ave, Toronto, ON M6H 3Y1",10/15/2017 15:40,15,15,43.65234,-79.44077,10/15/2017 15:45,15,15,BNYB303,"1359 V Davenport Rd, Toronto, ON M6H 2H5",10/15/2017 16:25,15,16,43.67311,-79.4401,10/15/2017 16:25,15,16
188,BNYB303,"1359 V Davenport Rd, Toronto, ON M6H 2H5",10/15/2017 16:25,15,16,43.67311,-79.4401,10/15/2017 16:25,15,16,BNYB303,"1177 King St W, Toronto, ON M6K 1E9",10/15/2017 17:09,15,17,43.63942,-79.42456,10/15/2017 17:24,15,17
189,BNYB303,"1177 King St W, Toronto, ON M6K 1E9",10/15/2017 17:09,15,17,43.63942,-79.42456,10/15/2017 17:24,15,17,BNYB303,"26-28 Foxley St, Toronto, ON M6J 1R1",10/15/2017 18:00,15,18,43.64758,-79.42133,10/15/2017 18:20,15,18
190,BNYB307,"104 Larchmount Ave, Toronto, ON M4M 2Y7",10/15/2017 0:01,15,0,43.66187,-79.33418,10/15/2017 10:32,15,10,BNYB307,"11 Colborne Lodge Dr, Toronto, ON M6R",10/15/2017 11:12,15,11,43.64096,-79.46087,10/15/2017 18:30,15,18
191,BNYB312,"55-57 St Lawrence St, Toronto, ON M5A 3N1",10/15/2017 0:01,15,0,43.65481,-79.35519,10/15/2017 2:27,15,2,BNYB312,"1177 King St W, Toronto, ON M6K 1E9",10/15/2017 3:28,15,3,43.63959,-79.42411,10/15/2017 11:48,15,11
